Srl_Num,I generally plan my expenses and never spend more than my budget ,I often take opinions or check reviews before buying,I often experiment with new brands rather than just sticking to old ones ,I like to spend my weekends with friends than staying at home . ,My favorite subjects in school were Mathematics & Science rather than Literature,"I make it a point to do some physical exercises (like swimming, walking, yoga) almost everyday","When I go out for shopping, I end up buying more items just by impulse",I am active on almost all Social media  ,"I like light, sober colors to bright, exciting colors when it comes to clothing ",I prefer watching videos/shows online rather than watching them in the television,I prefer ordering in from online apps than dining out,"I follow Brands, celebrities, influencers on social media",I always try to keep up with new fashion trends,I prefer reading or listening to music rather than exercising or playing a sport,Which company's mobile phone do you use ?,From where did you purchase your phone?,Which flavor of soft drink do you like to have the most ?,Given below is a list of products. Please tell us how frequently do you use these products  [Shower gels],Given below is a list of products. Please tell us how frequently do you use these products  [Hand sanitizers],Given below is a list of products. Please tell us how frequently do you use these products  [Facewashes],Given below is a list of products. Please tell us how frequently do you use these products  [Hair Conditioner],I generally read news from,I generally prefer to buy clothes from,Age ,Gender,Occupation ,Your hometown ?,Roll Number ,Institute ,
2416,2,8,6,10,0,9,8,9,2,10,5,8,5,5,Apple,Retail,Cola,Never,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Delhi,2024028,Goa Institute of Management,
2417,6,10,8,7,5,6,8,6,5,5,5,7,9,4,Apple,Online,Cola,Everyday,Less Often,Everyday,Never,Online,Online,18-23,Female,Student,Other towns in East,2024037,GIM,
2418,8,9,10,10,0,5,3,9,10,10,0,8,10,10,Apple,Retail,Cola,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,24-28,Female,Student,Kolkata,2024221,Goa institute of management ,
2419,4,10,5,6,7,5,9,8,10,10,10,6,5,10,One Plus,Retail,Orange,Never,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in North,2024105,Goa Institute of Management ,
2420,8,10,5,9,2,10,5,1,8,10,5,10,7,1,Apple,Online,Cola,Everyday,Less Often,Everyday,Everyday,Online,Online,24-28,Female,Student,Other towns in North,2024266,Goa Institute of Management ,
2421,3,7,5,8,8,7,8,6,8,9,10,0,1,2,Apple,Retail,White/Colourless,Less Often,Never,Everyday,Never,Online,Retail Stores,18-23,Male,Student,Other towns in North,2024016,Goa Institute of Management ,
2422,0,7,9,9,10,5,3,4,0,2,2,10,9,7,Apple,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in North,2024065,Goa institute of management ,
2423,9,9,8,8,6,10,8,5,10,7,1,6,2,1,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in West,2024195,Goa Institute of Management ,
2424,2,10,7,10,1,5,8,8,0,3,3,10,9,2,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Newspaper,Retail Stores,18-23,Female,Student,Other towns in West,2024212,Goa Institute of management ,
2425,7,9,5,10,1,8,1,9,9,9,1,2,6,0,Xiaomi,Retail,Cola,Everyday,Less Often,Less Often,Less Often,Online,Online,24-28,Male,Student,Other towns in North,2024047,Goa Institute of Management ,
2426,6,9,2,6,9,9,2,3,8,9,5,1,3,6,One Plus,Retail,Cola,Never,Less Often,Never,Less Often,Online,Retail Stores,24-28,Male,Student,Delhi,2024068,GIM,
2427,7,10,8,10,2,3,7,6,6,10,0,0,2,8,Samsung,Retail,I do not consume soft drinks at all,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in West,2024258,Goa Institute of Management ,
2428,7,4,5,10,10,8,2,2,8,5,5,7,6,5,Apple,Retail,White/Colourless,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,2024030,Goa Institute of Management ,
2429,9,8,8,6,2,9,4,9,6,7,10,8,8,8,Apple,Retail,Orange,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Delhi,2024240,GIM,
2430,0,4,7,7,10,5,7,7,5,7,5,7,7,0,Apple,Online,Cola,Everyday,Never,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Bangalore,2024174,GIM,
2431,6,7,8,3,5,5,5,8,7,6,6,7,7,10,Samsung,Retail,White/Colourless,Everyday,Everyday,Less Often,Less Often,Online,Online,24-28,Female,Student,Other towns in East,2024249,Goa Institute of Management ,
2432,8,9,7,8,4,5,7,4,8,7,4,7,9,8,Apple,Retail,Orange,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in West,2024147,Goa institute of management ,
2433,5,3,5,4,4,2,0,7,7,5,8,9,8,5,Apple,Online,Fruit flavour,Less Often,Less Often,Less Often,Never,Online,Retail Stores,18-23,Female,Student,Kolkata,2024218,GIM,
2434,7,8,6,2,8,6,8,1,9,7,10,5,5,3,Apple,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Male,Student,Mumbai,2024087,Goa Institute of Management ,
2435,8,8,6,4,5,10,4,7,8,7,6,7,7,2,Samsung,Retail,Orange,Everyday,Less Often,Everyday,Everyday,Newspaper,Online,24-28,Female,Student,Other towns in North,2024056,Goa Institute Of Management ,
2436,9,9,2,8,2,5,4,10,10,10,7,2,3,10,Samsung,Retail,Orange,Never,Everyday,Never,Everyday,Online,Retail Stores,18-23,Male,Student,Delhi,2024246,Goa Institute of Management ,
2437,7,10,8,5,9,8,2,4,2,4,7,7,3,5,One Plus,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,2024127,Goa institute of management ,
2438,8,7,5,8,10,8,7,6,10,5,6,4,5,0,Samsung,Online,I do not consume soft drinks at all,Never,Less Often,Less Often,Everyday,Newspaper,Retail Stores,24-28,Male,Student,Other towns in South,2024255,GIM,
2439,5,6,9,8,3,5,9,6,1,8,4,7,6,5,Apple,Retail,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Less Often,Online,Online,18-23,Male,Student,Other towns in North,2024089,Goa Institute of Management,
2440,2,8,10,1,8,2,1,10,10,10,9,10,4,3,One Plus,Retail,Cola,Never,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,2024294,Goa Institute of Management,
2441,4,8,5,4,6,9,2,7,3,7,4,1,2,1,One Plus,Online,Cola,Never,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in West,2024134,Goa Institute of Management ,
2442,2,10,8,2,9,7,8,9,2,9,2,4,6,7,Samsung,Online,Cola,Less Often,Less Often,Everyday,Everyday,Online,Online,24-28,Male,Student,Delhi,2024158,Goa institute of management ,
2443,8,9,7,8,7,9,7,8,5,6,5,4,9,3,Apple,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in North,2024167,GIM,
2444,7,10,6,7,10,10,6,6,7,7,3,6,5,0,Others,Online,Cola,Everyday,Less Often,Less Often,Less Often,Online,Retail Stores,18-23,Male,Student,Delhi,2024253,Goa Institute of Management,
2445,8,9,3,0,10,0,0,0,10,5,5,0,5,6,Apple,Retail,Orange,Everyday,Less Often,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in East,2024281,Goa institute of management ,
2446,4,10,7,8,10,8,4,6,2,9,3,6,9,10,One Plus,Online,Fruit flavour,Less Often,Less Often,Less Often,Never,Online,Retail Stores,24-28,Female,Student,Other towns in North,2024257,GIM,
2447,8,9,3,5,10,7,3,4,7,8,3,4,1,2,Apple,Online,White/Colourless,Never,Never,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in North,2024219,Goa Institute of Management ,
2448,6,9,6,8,5,9,8,6,9,9,8,6,4,5,Others,Online,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in South,2024039,Goa Institute of Management ,
2449,8,9,2,0,10,2,5,3,8,8,4,7,3,2,One Plus,Online,Cola,Less Often,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,2024279,Goa Institute of Management ,
2450,8,10,1,5,9,8,1,0,2,10,0,7,2,2,Others,Online,Cola,Never,Less Often,Everyday,Never,Online,Online,24-28,Male,Student,Other towns in West,2024103,GIM,
2451,8,8,4,10,7,8,9,9,4,10,9,3,2,3,Oppo,Online,Orange,Never,Never,Everyday,Never,Online,Online,18-23,Male,Student,Kolkata,2024014,Goa Institute Of Management ,
2452,3,8,6,8,4,6,7,8,8,6,3,7,8,4,Samsung,Retail,Cola,Everyday,Less Often,Everyday,Never,Online,Retail Stores,18-23,Male,Student,Kolkata,2024197,Goa Institute of Management ,
2453,9,9,3,1,1,5,3,8,10,8,10,2,1,2,Xiaomi,Online,Fruit flavour,Never,Everyday,Less Often,Never,Online,Online,18-23,Male,Student,Hyderabad,2024311,Goa Institute of Management,
2454,7,6,3,10,9,8,8,9,7,10,8,9,8,1,Apple,Retail,Cola,Everyday,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,2024143,Goa Institute of Management,
2455,6,1,8,7,3,6,1,8,9,5,0,7,7,7,Apple,Online,Cola,Never,Everyday,Less Often,Never,Online,Retail Stores,18-23,Female,Student,Other towns in South,2024262,Goa Institute of Management,
2456,3,8,3,10,10,9,4,6,9,7,3,7,3,2,Others,Online,Cola,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,2024181,Goa institute of management ,
2457,3,9,2,3,10,0,2,5,10,7,1,4,2,4,Others,Online,Cola,Never,Less Often,Never,Never,Newspaper,Retail Stores,24-28,Male,Student,Mumbai,2024277,Goa Institute of Management ,
2458,5,10,10,7,8,10,0,9,10,7,7,2,8,3,Oppo,Online,White/Colourless,Less Often,Never,Everyday,Everyday,Online,Online,24-28,Male,Student,Other towns in North,H2024047,Goa institute of management ,
2459,4,9,9,9,6,0,10,10,0,10,10,4,9,8,Others,Online,Cola,Less Often,Less Often,Everyday,Everyday,Online,Online,24-28,Male,Student,Other towns in West,2024215,Goa Institute of MNagemeu,
2460,10,10,5,7,0,5,0,7,4,5,2,2,0,0,One Plus,Online,Fruit flavour,Never,Never,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Other towns in West,2024237,Goa institute of management ,
2461,7,9,5,7,10,7,9,6,9,10,5,8,9,6,Apple,Retail,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,24-28,Female,Student,Other towns in West,2024243,Goa Institute of Management ,
2462,9,10,10,7,10,8,9,4,2,9,5,1,5,9,Samsung,Retail,White/Colourless,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Delhi,H2024051,Goa Institute of Management ,
2463,0,10,6,10,0,10,7,7,9,8,6,10,8,5,Apple,Retail,Cola,Everyday,Less Often,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in West,2024247,GIM,
2464,0,10,10,5,10,6,8,9,9,10,10,7,5,9,Apple,Online,Orange,Everyday,Everyday,Everyday,Everyday,Online,Online,18-23,Male,Student,Mumbai,2024126,Goa Institute of Management ,
2465,1,9,7,8,7,7,10,3,9,5,2,6,6,10,Apple,Retail,Fruit flavour,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,24-28,Female,Student,Delhi,H2024030,Goa Institute of Management ,
2466,2,7,9,10,9,9,10,7,8,9,3,1,8,2,Samsung,Retail,Cola,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,18-23,Female,Student,Other towns in North,H2024052 ,Goa Institute of Management ,
2467,2,10,8,8,10,10,4,8,10,4,4,10,3,3,Xiaomi,Retail,Cola,Never,Less Often,Everyday,Never,Newspaper,Retail Stores,24-28,Male,Student,Other towns in West,2024032,Goa Institute of Management ,
2468,2,8,10,9,9,9,5,7,8,9,4,1,2,1,Others,Retail,Cola,Everyday,Less Often,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in West,H2024045,Goa Institute of Management ,
2469,10,10,5,4,5,9,3,10,8,7,5,9,7,1,One Plus,Retail,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in East,2024308,Goa institute of management ,
2470,8,6,6,4,5,1,7,5,7,7,3,7,7,9,Apple,Retail,Orange,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in North,H2024057,GIM,
2471,3,8,3,5,8,1,7,4,6,9,5,6,3,8,Samsung,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Mumbai,H2024049,Goa Institute of Management (GIM),
2472,9,8,5,6,7,9,7,5,7,6,6,6,6,6,Oppo,Retail,White/Colourless,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Mumbai,2024179,Goa institute of management,
2473,3,9,2,6,2,5,8,1,5,7,9,1,4,4,One Plus,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Male,Student,Delhi,H2024036,Goa Institute of Management ,
2474,5,8,6,6,0,2,2,8,4,8,9,1,5,2,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Male,Student,Delhi,2024310,Goa Institute of Management,
2475,2,7,6,8,7,10,6,8,5,5,3,8,8,5,Apple,Retail,Cola,Everyday,Less Often,Everyday,Everyday,Online,Online,18-23,Male,Student,Mumbai,2024272,Goa Institute of Management ,
2476,2,8,10,8,2,2,9,8,10,8,4,8,7,2,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Newspaper,Retail Stores,24-28,Female,Student,Other towns in South,H2024064,Goa institute of management,
2477,5,4,3,6,8,2,7,1,4,2,1,0,3,8,Xiaomi,Retail,Cola,Everyday,Less Often,Everyday,Never,Online,Online,18-23,Female,Student,Other towns in East,H2024039,Goa Institute of Management,
2478,3,8,10,5,1,8,10,0,2,8,5,10,0,0,Apple,Retail,Cola,Everyday,Never,Everyday,Less Often,Online,Online,18-23,Male,Student,Other towns in North,2024305,Goa Institute of Management ,
2479,3,6,3,5,8,6,7,2,5,4,3,6,7,6,Xiaomi,Retail,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Delhi,2024113,GIM,
2480,7,7,10,7,5,7,9,9,10,10,0,6,3,8,Samsung,Online,Cola,Everyday,Less Often,Less Often,Less Often,Online,Online,24-28,Male,Student,Delhi,2024038,Goa Institute of Management ,
2481,2,7,7,9,4,3,7,6,9,9,3,1,2,7,One Plus,Retail,Cola,Everyday,Everyday,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Bangalore,2024080,Gangadhara C M ,
2482,0,7,5,10,10,10,10,10,7,10,5,10,6,5,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Mumbai,2024186,Goa Institute of Management ,
2483,7,9,6,3,0,5,6,3,5,3,4,2,1,10,Vivo,Online,Cola,Never,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Mumbai,H2024059,Goa Institute of Management ,
2484,0,7,1,8,1,5,10,5,9,5,1,5,5,1,One Plus,Retail,Cola,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Delhi,2024238,Goa Institute of Management ,
2485,6,9,9,3,3,5,3,3,7,4,3,0,3,6,Samsung,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Delhi,H2024035,Goa Institute of Management ,
2486,3,8,5,6,5,5,4,6,8,8,7,3,2,3,One Plus,Retail,Cola,Never,Never,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Kolkata,H2024037,Goa institute of Management ,
2487,3,8,5,6,4,4,7,5,7,10,3,1,5,10,Samsung,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in North,H2024062,Goa Institue of Management,
2488,1,7,10,10,10,1,10,5,8,8,2,8,3,7,Others,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Mumbai,H2024042,Goa Institute of Management ,
2489,6,9,8,9,8,8,8,9,5,10,3,0,0,4,Samsung,Online,Cola,Less Often,Never,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Kolkata,H2024046 ,Goa Institute of Management ,
2490,8,7,4,8,4,1,7,5,9,10,7,2,2,9,One Plus,Online,Cola,Never,Everyday,Everyday,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Other towns in North,2024097,Goa Institute of Management,
2491,2,9,4,7,2,6,6,2,5,8,7,6,3,2,Apple,Online,Cola,Everyday,Less Often,Less Often,Less Often,Online,Retail Stores,18-23,Male,Student,Mumbai,2024003,GIM,
2492,5,9,6,9,2,10,10,0,0,10,5,0,1,5,Apple,Retail,Cola,Less Often,Never,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Delhi,2024093,GIM,
2493,0,7,10,10,0,8,10,10,10,10,8,8,6,0,Samsung,Second hand mobile sources,Cola,Never,Never,Less Often,Never,Online,Online,24-28,Male,Student,Other towns in North,H2024016 ,Goa Institute of Management ,
2494,0,7,0,5,8,1,8,10,10,10,8,0,0,6,Others,Online,Cola,Never,Never,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in North,H2024005,Goa Institute of Management ,
2495,7,8,8,10,3,7,7,7,7,8,7,2,5,5,Apple,Online,Cola,Everyday,Less Often,Everyday,Everyday,Online,Online,24-28,Female,Student,Mumbai,H2024010,Goa Institute of Management ,
2496,10,8,0,3,10,10,10,8,10,10,0,0,0,0,Apple,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in North,2024192,GIM,
2497,2,9,2,7,5,10,0,2,8,10,0,0,0,6,Apple,Online,I do not consume soft drinks at all,Never,Less Often,Never,Everyday,Online,Online,29-33,Male,Student,Mumbai,H2024040,Goa Institute of Management,
2498,4,7,0,10,0,5,0,7,5,8,5,5,0,6,Apple,Online,Orange,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Female,Student,Bangalore,2024286,Goa Institute of Management ,
2499,6,8,4,8,10,10,5,8,4,10,8,9,7,2,Xiaomi,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,H2024012,Goa institute of management ,
2500,2,8,9,10,10,10,2,8,5,10,5,4,2,1,Apple,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Never,Online,Online,24-28,Male,Student,Kolkata,2024283,Goa Institute Of Management,
2501,0,8,8,10,0,0,5,8,9,10,4,8,6,3,Others,Retail,I do not consume soft drinks at all,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Hyderabad,2024284,Goa Institute of Management ,
2502,6,9,0,5,0,10,2,2,9,10,9,0,1,0,Samsung,Retail,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in East,2024185,Goa Institute of Management ,
2503,4,9,3,8,5,2,2,1,9,10,6,7,2,6,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in South,2024170,Goa Institute of Management ,
2504,3,7,6,10,8,6,8,5,10,10,4,6,3,5,Others,Retail,Fruit flavour,Never,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Mumbai,2024061,Goa Institute of Management ,
2505,5,8,8,0,7,8,7,8,10,10,10,8,8,10,Others,Online,Cola,Never,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in South,H2024002,Goa Institute of Management ,
2506,4,7,6,4,5,4,2,2,2,9,3,6,3,6,Oppo,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Mumbai,2024070,Goa Institute of Management,
2507,7,9,4,5,4,7,7,4,7,8,3,2,2,5,Apple,Retail,I do not consume soft drinks at all,Everyday,Everyday,Less Often,Never,Online,Retail Stores,18-23,Male,Student,Other towns in West,2024122,Goa Institute of Management,
2508,2,10,2,5,10,2,7,2,10,7,5,6,5,10,Others,Online,White/Colourless,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Kolkata,2024290,Goa Institute of Management,
2509,7,10,5,6,4,9,10,7,4,10,5,3,4,3,One Plus,Online,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Everyday,Online,Online,24-28,Male,Student,Other towns in North,2024251,Goa institute of Management ,
2510,8,6,6,7,10,10,4,5,5,6,5,1,1,1,Samsung,Retail,Orange,Never,Less Often,Less Often,Never,Online,Retail Stores,18-23,Male,Student,Other towns in South,2024145,Goa Institute of Management ,
2511,3,8,4,5,8,3,8,10,8,9,6,6,5,4,One Plus,Online,Cola,Everyday,Less Often,Everyday,Never,Online,Online,24-28,Male,Student,Other towns in North,2024180,Goa Institute of Management,
2512,0,10,7,6,0,0,8,5,10,5,5,6,0,0,Others,Retail,Cola,Never,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Hyderabad,H2024025,Goa institute of management ,
2513,1,9,6,7,0,4,8,0,5,7,3,2,1,7,Samsung,Retail,Cola,Never,Everyday,Everyday,Everyday,Online,Online,24-28,Male,Student,Other towns in West,2024130,Goa Institute of Management ,
2514,2,6,6,9,8,1,7,7,8,9,2,3,3,5,Others,Online,White/Colourless,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in South,2024157,Goa Institute of Management ,
2515,8,9,3,4,10,7,6,6,3,7,3,7,4,5,Apple,Retail,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in West,2024140,"Goa Institute of Management, Goa ",
2516,7,7,8,5,5,5,9,2,9,9,9,8,6,8,Vivo,Retail,Cola,Everyday,Never,Everyday,Everyday,Online,Retail Stores,24-28,Female,Student,Other towns in North,2024095,Goa Institute of Management ,
2517,2,0,0,5,0,4,9,10,10,0,5,10,7,5,Apple,Retail,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Everyday,Online,Online,24-28,Female,Student,Other towns in North,2024052,GIM,
2518,9,10,8,5,0,6,5,7,7,8,6,8,6,8,Apple,Retail,Cola,Less Often,Never,Everyday,Never,Online,Online,18-23,Female,Student,Other towns in West,H2024022,Goa Institute of Management ,
2519,8,10,10,4,10,4,9,8,10,10,10,6,6,8,One Plus,Online,Orange,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,H2024023,Goa Institute Of Management ,
2520,0,8,7,10,7,9,9,8,7,8,7,9,8,3,Apple,Online,White/Colourless,Less Often,Everyday,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in West,H2024026,Goa Institute of Management,
2521,6,7,8,7,4,2,2,8,8,9,5,6,1,7,One Plus,Retail,Cola,Less Often,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Mumbai,2024112,Goa Institute of Management ,
2522,2,4,7,0,10,5,0,5,10,10,10,2,2,10,Apple,Retail,Cola,Everyday,Never,Everyday,Less Often,Online,Online,24-28,Female,Student,Delhi,H2024019,Goa Institute of Management ,
2523,1,10,3,10,2,10,7,10,2,10,10,5,4,3,Xiaomi,Online,Cola,Everyday,Less Often,Everyday,Everyday,Online,Online,24-28,Male,Student,Other towns in North,2024137,Goa Institute of Management ,
2524,4,9,6,5,8,3,7,5,9,5,4,3,8,10,One Plus,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Mumbai,H2024024,GIM,
2525,3,9,6,10,10,10,2,1,8,9,1,3,1,1,Apple,Retail,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Never,Online,Retail Stores,18-23,Male,Student,Kolkata,2024008,GIM,
2526,3,10,2,9,5,9,2,8,3,8,8,9,2,1,One Plus,Online,Cola,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in North,H2024029,Goa Institute of Management,
2527,3,3,2,6,3,3,7,7,8,9,6,6,3,9,Samsung,Online,Orange,Everyday,Everyday,Less Often,Everyday,Online,Retail Stores,24-28,Female,Student,Delhi,2024086,Goa Institute of Management ,
2528,7,9,8,8,8,5,7,3,5,8,2,7,8,5,Apple,Retail,Cola,Everyday,Everyday,Everyday,Everyday,Online,Online,24-28,Female,Student,Mumbai,2024048,Goa Institute of Management ,
2529,5,0,2,3,5,5,3,3,6,6,7,8,5,6,Apple,Retail,Fruit flavour,Less Often,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in North,2024202,GIM,
2530,7,9,5,6,7,10,6,3,8,5,4,2,4,2,Apple,Retail,Cola,Everyday,Everyday,Everyday,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Kolkata,H2024007,Goa Institute of Management ,
2531,0,8,5,9,9,2,8,6,9,9,5,0,6,7,Samsung,Online,Fruit flavour,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Female,Student,Mumbai,H2024028,Goa Institute of Management ,
2532,4,9,6,6,8,7,7,10,10,9,8,9,9,9,Apple,Retail,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in North,2024104,Goa Institute of Management,
2533,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Apple,Online,White/Colourless,Less Often,Less Often,Less Often,Everyday,Online,Retail Stores,24-28,Male,Student,Mumbai,2024244,Goa Institute of Management ,
2534,5,8,7,1,10,2,0,2,4,9,6,2,0,7,Xiaomi,Retail,I do not consume soft drinks at all,Never,Less Often,Never,Never,Online,Online,18-23,Male,Student,Mumbai,2024245,Goa Institute of Management ,
2535,8,9,5,5,9,10,6,3,1,10,9,3,2,3,Others,Online,Fruit flavour,Less Often,Everyday,Everyday,Less Often,Online,Online,18-23,Male,Student,Other towns in North,2024108,GIM,
2536,4,8,6,0,8,0,8,8,9,10,8,5,1,10,Samsung,Retail,Cola,Never,Less Often,Everyday,Everyday,Online,Online,24-28,Female,Student,Kolkata,H2024003,Goa Institute of Management,
2537,9,7,7,9,5,0,7,8,7,9,1,0,8,9,Samsung,Online,Fruit flavour,Everyday,Less Often,Everyday,Everyday,Online,Online,24-28,Female,Student,Other towns in West,2024101,GIM,
2538,8,9,8,5,1,5,2,7,8,5,5,6,3,7,Apple,Online,Orange,Everyday,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Kolkata,2024011,Goa Institute of Management,
2539,9,9,7,7,7,8,2,6,8,9,5,6,8,6,Others,Online,Cola,Never,Less Often,Everyday,Never,Online,Online,18-23,Male,Student,Delhi,2024146,Goa Institute of Management ,
2540,0,7,6,10,10,10,1,0,10,10,0,5,2,0,Apple,Retail,Fruit flavour,Everyday,Never,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in North,2024148,Goa Insittute Of Management,
2541,4,6,7,8,5,5,4,5,3,6,4,8,7,4,Apple,Retail,Cola,Everyday,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Delhi,2024007,Goa Institute of Management,
2542,4,8,4,7,4,7,6,8,7,8,7,8,6,9,One Plus,Online,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in North,2024229,Goa Institute of Management ,
2543,9,7,8,6,3,6,3,7,8,7,5,7,5,6,Others,Online,I do not consume soft drinks at all,Never,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in North,2024205,Goa Institute of Management ,
2544,4,10,7,9,9,8,7,9,8,5,0,5,5,1,Apple,Online,Orange,Less Often,Everyday,Everyday,Everyday,Newspaper,Retail Stores,18-23,Male,Student,Other towns in South,2024270,Goa Institute of Management ,
2545,3,8,5,6,8,10,9,7,1,8,1,3,6,2,Apple,Retail,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,18-23,Male,Student,Other towns in North,2024171,Gim,
